127.0.0.1 - - [30/Nov/2021:15:17:39 +0900] "GET / HTTP/1.1" 200 25145
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/jqgrid/src/i18n/grid.locale-kr.js HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/js/back_common.js HTTP/1.1" 200 21750
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/logo1.png HTTP/1.1" 200 4266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/login.png HTTP/1.1" 200 1707
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/logo.png HTTP/1.1" 200 4256
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/menu.png HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/font/NanumSquareR.woff HTTP/1.1" 200 406248
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/font/NanumSquareB.woff HTTP/1.1" 200 409136
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/images/ui-icons_444444_256x240.png HTTP/1.1" 200 3266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "POST /backoffice/inc/user_menu.do HTTP/1.1" 200 7100
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/up.png HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/down.png HTTP/1.1" 200 1036
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/menu03.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/menu04.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/menu05.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:11 +0900] "GET /resources/img/menu06.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "POST /backoffice/mng/empListAjax.do HTTP/1.1" 200 3690
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /backoffice/mng/orgList.do HTTP/1.1" 200 26844
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/css/reset.css HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/css/paragraph.css HTTP/1.1" 200 33884
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/css/common.css HTTP/1.1" 200 6199
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/css/toggle.css HTTP/1.1" 200 1066
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/css/jquery-ui.css HTTP/1.1" 200 38936
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/jqgrid/src/css/ui.jqgrid.css HTTP/1.1" 200 12852
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/js/bpopup.js HTTP/1.1" 200 5238
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/jqgrid/src/i18n/grid.locale-kr.js HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/jqgrid/js/jquery.jqGrid.min.js HTTP/1.1" 200 436352
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/js/common.js HTTP/1.1" 200 51622
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/js/back_common.js HTTP/1.1" 200 21750
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/logo1.png HTTP/1.1" 200 4266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/login.png HTTP/1.1" 200 1707
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/logo.png HTTP/1.1" 200 4256
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/menu.png HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/font/NanumSquareB.woff HTTP/1.1" 200 409136
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/font/NanumSquareR.woff HTTP/1.1" 200 406248
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/images/ui-icons_444444_256x240.png HTTP/1.1" 200 3266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "POST /backoffice/inc/user_menu.do HTTP/1.1" 200 7100
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/up.png HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/down.png HTTP/1.1" 200 1036
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/menu03.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/menu04.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/menu05.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "GET /resources/img/menu06.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:12 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:18 +0900] "GET /backoffice/mng/orgDetail.do?code=test&orgGubun=Dept HTTP/1.1" 200 407
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:18 +0900] "GET /resources/img/close.png HTTP/1.1" 200 1361
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /backoffice/mng/adminList.do HTTP/1.1" 200 37134
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/css/reset.css HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/css/paragraph.css HTTP/1.1" 200 33884
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/css/common.css HTTP/1.1" 200 6199
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/css/toggle.css HTTP/1.1" 200 1066
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/js/bpopup.js HTTP/1.1" 200 5238
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/jqgrid/src/css/ui.jqgrid.css HTTP/1.1" 200 12852
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/css/jquery-ui.css HTTP/1.1" 200 38936
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/jqgrid/src/i18n/grid.locale-kr.js HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/jqgrid/js/jquery.jqGrid.min.js HTTP/1.1" 200 436352
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/js/back_common.js HTTP/1.1" 200 21750
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/logo1.png HTTP/1.1" 200 4266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/login.png HTTP/1.1" 200 1707
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/logo.png HTTP/1.1" 200 4256
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/menu.png HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/font/NanumSquareB.woff HTTP/1.1" 200 409136
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/font/NanumSquareR.woff HTTP/1.1" 200 406248
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/images/ui-icons_444444_256x240.png HTTP/1.1" 200 3266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "POST /backoffice/inc/user_menu.do HTTP/1.1" 200 7100
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/up.png HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/down.png HTTP/1.1" 200 1036
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/menu03.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/menu04.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/menu05.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "GET /resources/img/menu06.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:27:25 +0900] "POST /backoffice/mng/adminListAjax.do HTTP/1.1" 200 2330
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:29:12 +0900] "GET /resources/img/close.png HTTP/1.1" 200 1361
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:00 +0900] "GET /backoffice/mng/adminDetail.do?adminId=admin HTTP/1.1" 200 536
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /backoffice/mng/empList.do HTTP/1.1" 200 30899
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/css/reset.css HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/css/paragraph.css HTTP/1.1" 200 33884
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/css/common.css HTTP/1.1" 200 6199
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/css/toggle.css HTTP/1.1" 200 1066
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/css/jquery-ui.css HTTP/1.1" 200 38936
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/jqgrid/src/css/ui.jqgrid.css HTTP/1.1" 200 12852
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/js/bpopup.js HTTP/1.1" 200 5238
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/jqgrid/src/i18n/grid.locale-kr.js HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/jqgrid/js/jquery.jqGrid.min.js HTTP/1.1" 200 436352
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/js/back_common.js HTTP/1.1" 200 21750
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/logo1.png HTTP/1.1" 200 4266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/login.png HTTP/1.1" 200 1707
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/logo.png HTTP/1.1" 200 4256
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/menu.png HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/font/NanumSquareR.woff HTTP/1.1" 200 406248
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/font/NanumSquareB.woff HTTP/1.1" 200 409136
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/images/ui-icons_444444_256x240.png HTTP/1.1" 200 3266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "POST /backoffice/inc/user_menu.do HTTP/1.1" 200 7100
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/up.png HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/down.png HTTP/1.1" 200 1036
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/menu03.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/menu04.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/menu05.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:42 +0900] "GET /resources/img/menu06.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:43 +0900] "POST /backoffice/mng/empListAjax.do HTTP/1.1" 200 3690
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:47 +0900] "GET /backoffice/mng/empDetail.do?empNo=100001 HTTP/1.1" 200 614
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:30:47 +0900] "GET /resources/img/close.png HTTP/1.1" 200 1361
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /backoffice/mng/orgList.do HTTP/1.1" 200 26844
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/css/reset.css HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/css/paragraph.css HTTP/1.1" 200 33884
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/css/toggle.css HTTP/1.1" 200 1066
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/css/common.css HTTP/1.1" 200 6199
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/css/jquery-ui.css HTTP/1.1" 200 38936
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/js/bpopup.js HTTP/1.1" 200 5238
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/jqgrid/src/css/ui.jqgrid.css HTTP/1.1" 200 12852
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/jqgrid/src/i18n/grid.locale-kr.js HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/jqgrid/js/jquery.jqGrid.min.js HTTP/1.1" 200 436352
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/js/common.js HTTP/1.1" 200 51622
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/js/back_common.js HTTP/1.1" 200 21750
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/img/login.png HTTP/1.1" 200 1707
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/img/logo1.png HTTP/1.1" 200 4266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/img/logo.png HTTP/1.1" 200 4256
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:07 +0900] "GET /resources/img/menu.png HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/font/NanumSquareB.woff HTTP/1.1" 200 409136
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/font/NanumSquareR.woff HTTP/1.1" 200 406248
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/img/images/ui-icons_444444_256x240.png HTTP/1.1" 200 3266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "POST /backoffice/inc/user_menu.do HTTP/1.1" 200 7100
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/img/down.png HTTP/1.1" 200 1036
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/img/up.png HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/img/menu03.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/img/menu04.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/img/menu05.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "GET /resources/img/menu06.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:08 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:17 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 812
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:18 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 910
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:18 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:32:19 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 812
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:33:51 +0900] "GET /backoffice/mng/orgDetail.do?code=Post01&orgGubun=Post HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:33:51 +0900] "GET /resources/img/close.png HTTP/1.1" 200 1361
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:34:50 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 910
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:34:51 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 812
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:34:55 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 910
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:34:59 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:35:09 +0900] "GET /backoffice/mng/orgIdCheck.do?code=%E3%85%81%E3%85%81%E3%85%81&orgGubun=Dept HTTP/1.1" 200 45
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:35:14 +0900] "GET /backoffice/mng/orgIdCheck.do?code=%E3%85%81%E3%85%81%E3%85%81%E3%85%82%E3%85%82%E3%85%82&orgGubun=Dept HTTP/1.1" 200 45
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:35:20 +0900] "GET /backoffice/mng/orgIdCheck.do?code=test22&orgGubun=Dept HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:37:01 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 812
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:37:46 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:37:46 +0900] "POST /backoffice/mng/orgListAjax.do HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:37:49 +0900] "GET /backoffice/mng/orgDetail.do?code=test22&orgGubun=Dept HTTP/1.1" 200 409
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /backoffice/rsv/rsvList.do HTTP/1.1" 200 48414
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/css/reset.css HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/css/paragraph.css HTTP/1.1" 200 33884
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/css/common.css HTTP/1.1" 200 6199
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/css/jquery-ui.css HTTP/1.1" 200 38936
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/jqgrid/src/css/ui.jqgrid.css HTTP/1.1" 200 12852
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/js/bpopup.js HTTP/1.1" 200 5238
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/jqgrid/src/i18n/grid.locale-kr.js HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/jqgrid/js/jquery.jqGrid.min.js HTTP/1.1" 200 436352
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/js/jquery-ui.js HTTP/1.1" 200 547963
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:53 +0900] "GET /resources/js/back_common.js HTTP/1.1" 200 21750
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/logo1.png HTTP/1.1" 200 4266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/login.png HTTP/1.1" 200 1707
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/logo.png HTTP/1.1" 200 4256
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/menu.png HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/cal_icon.png HTTP/1.1" 200 1262
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/font/NanumSquareR.woff HTTP/1.1" 200 406248
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/font/NanumSquareB.woff HTTP/1.1" 200 409136
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/images/ui-icons_444444_256x240.png HTTP/1.1" 200 3266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "POST /backoffice/inc/user_menu.do HTTP/1.1" 200 7100
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/up.png HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/menu03.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/down.png HTTP/1.1" 200 1036
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/menu04.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/menu05.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "GET /resources/img/menu06.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:54 +0900] "POST /backoffice/rsv/rsvListAjax.do HTTP/1.1" 200 5751
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /backoffice/rsv/blackList.do HTTP/1.1" 200 26203
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/css/paragraph.css HTTP/1.1" 200 33884
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/css/reset.css HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/css/jquery-ui.css HTTP/1.1" 200 38936
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/css/common.css HTTP/1.1" 200 6199
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/js/bpopup.js HTTP/1.1" 200 5238
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/jqgrid/src/i18n/grid.locale-kr.js HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/jqgrid/src/css/ui.jqgrid.css HTTP/1.1" 200 12852
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/jqgrid/js/jquery.jqGrid.min.js HTTP/1.1" 200 436352
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/js/jquery-ui.js HTTP/1.1" 200 547963
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/js/back_common.js HTTP/1.1" 200 21750
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/img/logo1.png HTTP/1.1" 200 4266
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/img/login.png HTTP/1.1" 200 1707
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/img/logo.png HTTP/1.1" 200 4256
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/img/menu.png HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/font/NanumSquareR.woff HTTP/1.1" 200 406248
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "GET /resources/font/NanumSquareB.woff HTTP/1.1" 200 409136
0:0:0:0:0:0:0:1 - - [30/Nov/2021:17:38:59 +0900] "POST /backoffice/inc/user_menu.do HTTP/1.1" 200 7100
